,clienteId,cancelouPlano,genero,cidadaoIdoso,temParceiro,temDependentes,mesesContrato,assinaturaTelefonica,multiplasLinhas,provedorInternet,segurancaOnline,backupOnline,protecaoDispositivo,suporteTecnico,streamingTV,streamingFilmes,tipoContrato,contaOnline,gastoDiario,formaPagamento,totalServicosMensalmente,totalGasto,validacaoTotalGasto,diferencaTotalGasto
4157,5697-GOMBF,Não,Feminino,Sim,Sim,Sim,28,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Yes,1.0,Conta Eletrônica,35.9,973.65,1005.1999999999999,-31.549999999999955
4158,5698-BQJOH,Sim,Feminino,Não,Não,Não,9,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,94.4,857.25,849.6,7.649999999999977
4159,5699-BNCAS,Não,Masculino,Sim,Não,Não,71,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Conta Enviada,24.65,1766.75,1750.1499999999999,16.600000000000136
4160,5701-GUXDC,Não,Feminino,Não,Sim,Não,26,No,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,No,1.0,Cartão de Crédito (Automático),35.4,978.6,920.4,58.200000000000045
4161,5701-SVCWR,Não,Feminino,Não,Não,Sim,1,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,24.0,24.0,24.0,0.0
4162,5701-YVSVF,Não,Feminino,Sim,Sim,Não,11,Yes,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,82.9,880.05,911.9000000000001,-31.850000000000136
4163,5701-ZIKJE,Não,Masculino,Não,Não,Não,13,Yes,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Yes,2.0,Conta Enviada,50.55,610.75,657.15,-46.39999999999998
4164,5702-KVQRD,Não,Masculino,Não,Sim,Não,71,Yes,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Eletrônica,82.55,5832.65,5861.05,-28.400000000000546
4165,5702-SKUOB,Não,Feminino,Não,Sim,Não,4,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.6,93.45,78.4,15.049999999999997
4166,5707-ORNDZ,Sim,Masculino,Sim,Não,Não,9,Yes,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,54.55,494.05,490.95,3.1000000000000227
4167,5707-ZMDJP,Não,Masculino,Não,Sim,Sim,53,Yes,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Yes,2.0,Conta Enviada,69.7,3729.6,3694.1000000000004,35.499999999999545
4168,5708-EVONK,Sim,Feminino,Não,Sim,Sim,58,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),93.4,5435.6,5417.200000000001,18.399999999999636
4169,5709-LVOEQ,Não,Feminino,Não,Sim,Sim,0,Yes,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,No,3.0,Conta Enviada,80.85,0.0,0.0,0.0
4170,5712-AHQNN,Não,Feminino,Não,Não,Não,43,Yes,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,91.65,3954.1,3940.9500000000003,13.149999999999636
4171,5712-PTIWW,Sim,Masculino,Não,Não,Não,2,Yes,Não,Fibra ótica,Não,Não,Sim,Sim,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,79.85,152.45,159.7,-7.25
4172,5712-VBOXD,Não,Feminino,Não,Não,Não,4,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Cartão de Crédito (Automático),20.15,68.45,80.6,-12.149999999999991
4173,5716-EZXZN,Não,Feminino,Não,Sim,Sim,65,Yes,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Yes,3.0,Cartão de Crédito (Automático),99.05,6416.7,6438.25,-21.550000000000182
4174,5716-LIBJC,Não,Feminino,Não,Não,Sim,13,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Cartão de Crédito (Automático),104.15,1299.1,1353.95,-54.850000000000136
4175,5724-BIDBU,Não,Masculino,Não,Sim,Não,49,Yes,Sim,DSL,Sim,Não,Não,Não,Não,Não,Um ano,Yes,2.0,Conta Eletrônica,55.35,2633.95,2712.15,-78.20000000000027
4176,5726-CVNYA,Não,Feminino,Não,Sim,Sim,8,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Conta Enviada,19.85,146.6,158.8,-12.200000000000017
4177,5727-MYATE,Não,Masculino,Não,Sim,Sim,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Cartão de Crédito (Automático),90.8,6397.6,6537.599999999999,-139.9999999999991
4178,5729-KLZAR,Sim,Feminino,Não,Sim,Sim,4,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,No,3.0,Conta Eletrônica,80.85,302.75,323.4,-20.649999999999977
4179,5730-DBDSI,Não,Masculino,Não,Não,Não,66,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),19.7,1253.8,1300.2,-46.40000000000009
4180,5730-RIITO,Não,Feminino,Sim,Não,Não,43,No,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Yes,1.0,Cartão de Crédito (Automático),33.45,1500.25,1438.3500000000001,61.899999999999864
4181,5732-IKGQH,Não,Masculino,Sim,Sim,Não,52,Yes,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),104.45,5481.25,5431.400000000001,49.849999999999454
4182,5734-EJKXG,Não,Feminino,Não,Não,Não,61,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Yes,4.0,Conta Eletrônica,118.6,7365.7,7234.599999999999,131.10000000000036
4183,5736-YEJAX,Não,Masculino,Não,Não,Sim,69,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Yes,3.0,Cartão de Crédito (Automático),79.45,5502.55,5482.05,20.5
4184,5740-YHGTW,Não,Masculino,Não,Sim,Sim,70,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Sim,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),97.55,6669.05,6828.5,-159.44999999999982
4185,5743-KHMNA,Não,Masculino,Não,Não,Não,71,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),25.55,1898.1,1814.05,84.04999999999995
4186,5747-PMBSQ,Sim,Masculino,Sim,Sim,Não,10,Yes,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Não,Mensal,Yes,3.0,Conta Enviada,92.5,934.1,925.0,9.100000000000023
4187,5748-RNCJT,Sim,Masculino,Não,Não,Não,69,Yes,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),106.5,7348.8,7348.5,0.3000000000001819
4188,5751-USDBL,Não,Masculino,Não,Sim,Sim,46,Yes,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Conta Enviada,81.0,3846.35,3726.0,120.34999999999991
4189,5753-QQWPW,Não,Feminino,Não,Não,Não,28,Yes,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Yes,2.0,Conta Eletrônica,59.9,1654.7,1677.2,-22.5
4190,5756-JYOJT,Não,Feminino,Não,Não,Não,11,Yes,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Um ano,No,2.0,Cartão de Crédito (Automático),64.9,697.25,713.9000000000001,-16.65000000000009
4191,5756-OZRIO,Não,Masculino,Sim,Sim,Não,61,Yes,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Um ano,No,2.0,Transferência bancária (Automático),64.05,3902.6,3907.0499999999997,-4.449999999999818
4192,5759-RCVCB,Sim,Feminino,Não,Não,Não,3,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,No,1.0,Cartão de Crédito (Automático),35.2,108.95,105.60000000000001,3.3499999999999943
4193,5760-FXFVO,Não,Masculino,Não,Não,Não,6,Yes,Não,Fibra ótica,Sim,Sim,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,78.95,494.95,473.70000000000005,21.249999999999943
4194,5760-IFJOZ,Não,Masculino,Não,Não,Não,3,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,No,4.0,Conta Enviada,107.95,313.6,323.85,-10.25
4195,5760-WRAHC,Não,Feminino,Sim,Não,Não,22,Yes,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,Yes,2.0,Conta Enviada,69.75,1545.4,1534.5,10.900000000000091
4196,5761-BYYZA,Sem Informação,Feminino,Não,Sim,Sim,38,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Cartão de Crédito (Automático),19.6,763.1,744.8000000000001,18.299999999999955
4197,5762-TJXGK,Não,Feminino,Não,Não,Não,52,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Yes,2.0,Transferência bancária (Automático),58.75,3038.55,3055.0,-16.449999999999818
4198,5766-FTRTS,Não,Masculino,Não,Sim,Não,72,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Conta Enviada,84.45,6033.1,6080.400000000001,-47.30000000000018
4199,5766-RLNAM,Sem Informação,Masculino,Não,Sim,Não,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Conta Eletrônica,115.55,8425.3,8319.6,105.69999999999891
4200,5766-XQXMQ,Sim,Feminino,Não,Não,Não,29,Yes,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,Mensal,Yes,2.0,Transferência bancária (Automático),68.85,1970.5,1996.6499999999999,-26.149999999999864
4201,5766-ZJYBB,Sim,Masculino,Não,Não,Não,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.4,19.4,19.4,0.0
4202,5774-QPLTF,Não,Masculino,Não,Sim,Sim,50,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Yes,1.0,Conta Enviada,20.35,938.95,1017.5000000000001,-78.55000000000007
4203,5774-XZTQC,Não,Feminino,Não,Sim,Sim,7,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.45,150.75,143.15,7.599999999999994
4204,5777-KJIRB,Não,Feminino,Não,Não,Não,40,Yes,Não,DSL,Não,Não,Sim,Não,Não,Não,Um ano,Yes,2.0,Conta Enviada,50.25,2023.55,2010.0,13.549999999999955
4205,5777-ZPQNC,Não,Feminino,Não,Não,Não,12,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Eletrônica,20.15,260.7,241.79999999999998,18.900000000000006
4206,5778-BVOFB,Não,Feminino,Não,Não,Não,9,Yes,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Yes,2.0,Transferência bancária (Automático),59.5,530.05,535.5,-5.4500000000000455
4207,5780-INQIK,Não,Feminino,Não,Não,Não,8,Yes,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,No,2.0,Conta Eletrônica,49.4,408.25,395.2,13.050000000000011
4208,5781-BKHOP,Não,Feminino,Não,Sim,Não,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Não,Dois anos,No,3.0,Transferência bancária (Automático),100.65,7334.05,7246.8,87.25
4209,5781-RFZRP,Não,Masculino,Não,Sim,Não,71,Yes,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Dois anos,No,2.0,Cartão de Crédito (Automático),73.5,5357.75,5218.5,139.25
4210,5787-KXGIY,Não,Masculino,Não,Sim,Não,72,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.3,1304.8,1389.6000000000001,-84.80000000000018
4211,5788-YPOEG,Não,Feminino,Não,Sim,Sim,34,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Conta Enviada,84.75,2839.45,2881.5,-42.05000000000018
4212,5789-LDFXO,Não,Masculino,Não,Não,Não,24,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Eletrônica,24.6,592.65,590.4000000000001,2.2499999999998863
4213,5791-KAJFD,Não,Feminino,Não,Sim,Sim,56,Yes,Sim,DSL,Sim,Não,Sim,Não,Não,Sim,Um ano,Yes,2.0,Transferência bancária (Automático),68.75,3808.0,3850.0,-42.0
4214,5792-JALQC,Não,Feminino,Sim,Não,Não,52,Yes,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Dois anos,No,2.0,Transferência bancária (Automático),59.85,3103.25,3112.2000000000003,-8.950000000000273
4215,5793-YOLJN,Não,Feminino,Não,Sim,Sim,55,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,21.0,1210.3,1155.0,55.299999999999955
4216,5795-BKOYE,Não,Feminino,Não,Sim,Sim,69,Yes,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Um ano,No,2.0,Transferência bancária (Automático),59.1,4134.7,4077.9,56.79999999999973
4217,5795-KTGUD,Não,Feminino,Não,Sim,Não,68,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),110.8,7553.6,7534.4,19.200000000000728
4218,5797-APWZC,Sim,Feminino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,90.6,90.6,90.6,0.0
4219,5799-JRCZO,Não,Feminino,Não,Não,Sim,63,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.5,1215.1,1228.5,-13.400000000000091
4220,5802-ADBRC,Não,Feminino,Não,Sim,Não,50,Yes,Sim,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Conta Enviada,104.4,5232.9,5220.0,12.899999999999636
4221,5803-NQJZO,Não,Masculino,Não,Sim,Não,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Yes,2.0,Transferência bancária (Automático),67.8,4804.65,4881.599999999999,-76.94999999999982
4222,5804-HYIEZ,Não,Masculino,Não,Sim,Sim,70,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,106.05,7554.05,7423.5,130.55000000000018
4223,5804-JMYIO,Não,Feminino,Não,Sim,Sim,39,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,19.75,757.95,770.25,-12.299999999999955
4224,5804-LEPIM,Sim,Feminino,Sim,Não,Não,2,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,70.35,139.05,140.7,-1.6499999999999773
4225,5808-TOTXO,Não,Feminino,Não,Não,Sim,3,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Yes,1.0,Cartão de Crédito (Automático),20.55,57.4,61.650000000000006,-4.250000000000007
4226,5811-IWXYM,Não,Feminino,Não,Sim,Sim,52,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Um ano,No,3.0,Transferência bancária (Automático),101.25,5301.1,5265.0,36.100000000000364
4227,5813-UECBU,Sim,Masculino,Sim,Não,Não,33,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),83.85,2716.3,2767.0499999999997,-50.749999999999545
4228,5815-HGGHV,Não,Masculino,Não,Sim,Não,20,Yes,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Um ano,Yes,2.0,Conta Enviada,64.15,1274.45,1283.0,-8.549999999999955
4229,5816-JMLGY,Não,Feminino,Não,Sim,Sim,70,Yes,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),80.4,5717.85,5628.0,89.85000000000036
4230,5816-QVHRX,Não,Feminino,Não,Não,Não,37,Yes,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,No,3.0,Cartão de Crédito (Automático),100.3,3541.4,3711.1,-169.69999999999982
4231,5816-SCGFC,Não,Feminino,Sim,Não,Não,7,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,51.3,419.35,359.09999999999997,60.25000000000006
4232,5820-PTRYM,Não,Feminino,Sim,Sim,Não,56,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Um ano,Yes,2.0,Cartão de Crédito (Automático),68.45,4014.0,3833.2000000000003,180.79999999999973
4233,5821-MMEIL,Não,Feminino,Não,Sim,Não,57,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),19.9,1115.6,1134.3,-18.700000000000045
4234,5825-XJOCM,Não,Masculino,Não,Não,Sim,48,Yes,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,Yes,2.0,Transferência bancária (Automático),64.4,3035.35,3091.2000000000003,-55.850000000000364
4235,5827-MWCZK,Não,Masculino,Não,Sim,Sim,56,Yes,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),96.95,5432.2,5429.2,3.0
4236,5828-AVIPD,Sim,Masculino,Não,Sim,Sim,19,Yes,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Um ano,Yes,3.0,Conta Eletrônica,100.95,1875.55,1918.05,-42.5
4237,5828-DWPIL,Não,Masculino,Sim,Sim,Não,62,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,89.1,5618.3,5524.2,94.10000000000036
4238,5829-NVSQN,Não,Feminino,Não,Sim,Não,23,Yes,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Um ano,Yes,2.0,Transferência bancária (Automático),68.75,1689.45,1581.25,108.20000000000005
4239,5832-EXGTT,Não,Masculino,Não,Sim,Sim,29,Yes,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Yes,2.0,Conta Enviada,60.2,1834.15,1745.8000000000002,88.34999999999991
4240,5832-TRLPB,Não,Masculino,Não,Não,Não,29,Yes,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),75.35,2243.9,2185.1499999999996,58.750000000000455
4241,5832-XKAES,Sim,Masculino,Não,Não,Não,2,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),69.8,134.7,139.6,-4.900000000000006
4242,5834-ASPWA,Sim,Masculino,Não,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,75.45,75.45,75.45,0.0
4243,5835-BEQEU,Sim,Masculino,Não,Não,Não,3,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,76.95,228.4,230.85000000000002,-2.450000000000017
4244,5837-LXSDN,Não,Feminino,Não,Sim,Sim,21,Yes,Não,DSL,Não,Sim,Não,Não,Sim,Não,Um ano,Yes,2.0,Cartão de Crédito (Automático),58.85,1215.45,1235.8500000000001,-20.40000000000009
4245,5839-SUYVZ,Não,Masculino,Não,Não,Não,16,Yes,Não,Fibra ótica,Não,Não,Não,Sim,Não,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),74.55,1170.5,1192.8,-22.299999999999955
4246,5840-NVDCG,Não,Feminino,Não,Sim,Sim,16,Yes,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Dois anos,No,2.0,Transferência bancária (Automático),68.25,1114.85,1092.0,22.84999999999991
4247,5842-POCOP,Sim,Feminino,Não,Sim,Não,5,Yes,Não,Fibra ótica,Sim,Não,Sim,Não,Não,Sim,Mensal,Yes,3.0,Conta Enviada,88.9,454.15,444.5,9.649999999999977
4248,5843-TTHGI,Não,Feminino,Não,Não,Não,18,Yes,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,50.0,892.7,900.0,-7.2999999999999545
4249,5844-QVTAT,Não,Feminino,Não,Sim,Sim,33,Yes,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,Yes,2.0,Conta Enviada,58.45,1955.4,1928.8500000000001,26.549999999999955
4250,5845-BZZIB,Não,Masculino,Não,Sim,Sim,35,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.1,655.3,703.5,-48.200000000000045
4251,5846-ABOBJ,Não,Masculino,Não,Sim,Não,71,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),24.45,1730.65,1735.95,-5.2999999999999545
4252,5846-NEQVZ,Não,Masculino,Não,Sim,Sim,71,Yes,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Dois anos,Yes,2.0,Cartão de Crédito (Automático),70.85,4973.4,5030.349999999999,-56.94999999999982
4253,5846-QFDFI,Não,Feminino,Não,Sim,Sim,33,Yes,Sim,Fibra ótica,Não,Sim,Sim,Sim,Não,Não,Mensal,No,3.0,Cartão de Crédito (Automático),88.6,2888.7,2923.7999999999997,-35.09999999999991
4254,5847-MXBEO,Não,Masculino,Não,Não,Não,22,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,20.3,475.1,446.6,28.5
4255,5848-FHRFC,Não,Feminino,Não,Não,Não,68,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),20.05,1386.9,1363.4,23.5
4256,5849-ASHZJ,Não,Masculino,Não,Não,Sim,27,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Cartão de Crédito (Automático),20.05,552.9,541.35,11.549999999999955
4257,5850-BDWCY,Não,Feminino,Não,Não,Não,6,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.2,123.65,121.19999999999999,2.450000000000017
4258,5854-KSRBJ,Não,Masculino,Não,Sim,Sim,70,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,25.4,1782.05,1778.0,4.0499999999999545
4259,5855-EIBDE,Não,Feminino,Não,Sim,Não,49,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Sim,Dois anos,No,4.0,Cartão de Crédito (Automático),106.65,5174.35,5225.85,-51.5
4260,5857-TYBCJ,Não,Masculino,Sim,Sim,Não,44,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,89.2,4040.2,3924.8,115.39999999999964
4261,5857-XRECV,Não,Feminino,Não,Não,Sim,2,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Transferência bancária (Automático),20.5,38.25,41.0,-2.75
4262,5858-EAFCZ,Não,Masculino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,1.0,Conta Enviada,44.45,44.45,44.45,0.0
4263,5859-HZYLF,Não,Masculino,Não,Sim,Sim,26,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Cartão de Crédito (Automático),19.15,515.75,497.9,17.850000000000023
4264,5862-BRIXZ,Não,Masculino,Não,Não,Não,46,No,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,2.0,Transferência bancária (Automático),60.75,2893.4,2794.5,98.90000000000009
4265,5863-OOKCL,Não,Feminino,Não,Não,Não,10,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,18.85,163.2,188.5,-25.30000000000001
4266,5868-CZJDR,Sim,Masculino,Não,Não,Sim,1,No,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Yes,1.0,Conta Enviada,31.35,31.35,31.35,0.0
4267,5868-YTYKS,Não,Masculino,Não,Não,Sim,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,20.25,20.25,20.25,0.0
4268,5868-YWPDW,Sim,Masculino,Sim,Sim,Não,6,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,84.2,519.15,505.20000000000005,13.949999999999932
